15632737	信贷资产重整式转让合同	吉创资管拟和国内某大型商业银行上海分行签订《信贷资产重整式转让合同》,吉创资管拟至2023年9月20日之前将合计出资人民币1,286,900,000元(大写壹拾贰亿捌仟陆佰玖拾万元)受让其名下债权资产	吉/j/N 创资/vn/N 管拟/vn/N 和/c/N 国内/s/N 某/r/N 大型/b/N 商业银行/nt/N 上海/ns/N 分行/v/N 签订/v/N 《/x/N 信贷/n/Y 资产/n/Y 重整/vn/Y 式/k/Y 转让/v/Y 合同/a/Y 》/x/N ,/x/N 吉/j/N 创资/vn/N 管拟/vn/N 至/p/N 2023/m/N 年/m/N 9/m/N 月/m/N 20/m/N 日/m/N 之前/f/N 将/d/N 合计/vn/N 出资/vn/N 人民币/n/N 1/x/N ,/x/N 286/m/N ,/x/N 900/m/N ,/x/N 000/m/N 元/m/N (/x/N 大写/n/N 壹/m/N 拾/v/N 贰/m/N 亿/m/N 捌/m/N 仟/m/N 陆佰玖/nr/N 拾/v/N 万元/m/N )/x/N 受让/v/N 其/r/N 名下/n/N 债权/n/N 资产/n/N
15632737	信贷资产重整式转让合同	《信贷资产重整式转让合同》约定,吉创资管于2023年9月20日前将本协议项下转让价款支付至指定的账户中	《/x/N 信贷/n/Y 资产/n/Y 重整/vn/Y 式/k/Y 转让/v/Y 合同/a/Y 》/x/N 约定/v/N ,/x/N 吉/j/N 创资/vn/N 管于/v/N 2023/m/N 年/m/N 9/m/N 月/m/N 20/m/N 日前/t/N 将本/n/N 协议/n/N 项/n/N 下/f/N 转让/v/N 价款/n/N 支付/v/N 至/p/N 指定/v/N 的/uj/N 账户/n/N 中/f/N
10400225	赞比亚马宁加至姆维尼伦加公路升级改造项目商务合同	2016年7月26日,中工国际工程股份有限公司与赞比亚工程部道路发展局签署了赞比亚马宁加至姆维尼伦加公路升级改造项目商务合同	2016/m/N 年/m/N 7/m/N 月/m/N 26/m/N 日/m/N ,/x/N 中工/nt/N 国际/n/N 工程/n/N 股份/n/N 有限公司/n/N 与/p/N 赞比亚/ns/N 工程部/n/N 道路/n/N 发展局/l/N 签署/v/N 了/ul/N 赞比亚/ns/Y 马宁加至姆维尼伦加/ns/Y 公路/n/Y 升级/vn/Y 改造/v/Y 项目/n/Y 商务/n/Y 合同/a/Y
10400225	赞比亚马宁加至姆维尼伦加公路升级改造项目商务合同	赞比亚马宁加至姆维尼伦加公路升级改造项目商务合同需经中赞两国政府批准并收到预付款,能否履行、履行时间及履行金额具有不确定性,公司将在合同生效后及时发布合同进展公告,请投资者注意投资风险	赞比亚/ns/Y 马宁加至姆维尼伦加/ns/Y 公路/n/Y 升级/vn/Y 改造/v/Y 项目/n/Y 商务/n/Y 合同/a/Y 需经/n/N 中/f/N 赞/v/N 两国政府/l/N 批准/v/N 并/c/N 收到/v/N 预付款/n/N ,/x/N 能否/v/N 履行/v/N 、/x/N 履行/v/N 时间/n/N 及/c/N 履行/v/N 金额/n/N 具有/v/N 不确定性/n/N ,/x/N 公司/n/N 将/d/N 在/p/N 合同/a/N 生效/n/N 后/f/N 及时/c/N 发布/v/N 合同/a/N 进展/vn/N 公告/n/N ,/x/N 请/v/N 投资者/n/N 注意/v/N 投资/vn/N 风险/n/N
14469379	设备买卖合同	其中,厦门珀挺与台塑公用事业有限公司(FormosaUtilityVenture,Ltd.)签订了一份设备买卖合同(以下简称“合同一”),合同金额为2000万美元;厦门珀挺全资子公司珀挺美国公司(POTENTUSA,Corporation)与台塑集团德克萨斯州公司(FormosaPlasticsCorporation,Texas)签订了一份安装建设合同(以下简称“合同二”),合同金额为1050万美元	其中/r/N ,/x/N 厦门/ns/N 珀/nrt/N 挺/v/N 与/p/N 台塑/n/N 公用事业/n/N 有限公司/n/N (/x/N FormosaUtilityVenture/eng/N ,/x/N Ltd/eng/N ./m/N )/x/N 签订/v/N 了/ul/N 一份/m/N 设备/vn/Y 买卖合同/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 合同/a/N 一/m/N ”/x/N )/x/N ,/x/N 合同/a/N 金额/n/N 为/p/N 2000/m/N 万美元/m/N ;/x/N 厦门/ns/N 珀/nrt/N 挺/v/N 全资/n/N 子公司/n/N 珀/nrt/N 挺/v/N 美国公司/nt/N (/x/N POTENTUSA/eng/N ,/x/N Corporation/eng/N )/x/N 与/p/N 台塑集团/nt/N 德克萨斯州/ns/N 公司/n/N (/x/N FormosaPlasticsCorporation/eng/N ,/x/N Texas/eng/N )/x/N 签订/v/N 了/ul/N 一份/m/N 安装/v/N 建设/vn/N 合同/a/N (/x/N 以下/f/N 简称/v/N “/x/N 合同/a/N 二/m/N ”/x/N )/x/N ,/x/N 合同/a/N 金额/n/N 为/p/N 1050/m/N 万美元/m/N
15624499	合同协议书	目前,路桥集团与枣菏公路公司签订了《合同协议书》,金额壹拾贰亿叁仟伍佰玖拾玖万贰仟零伍拾元整(¥1,235,992,050.00)	目前/t/N ,/x/N 路桥/ns/N 集团/n/N 与/p/N 枣/n/N 菏/j/N 公路/n/N 公司/n/N 签订/v/N 了/ul/N 《/x/N 合同/a/Y 协议书/n/Y 》/x/N ,/x/N 金额/n/N 壹/m/N 拾/v/N 贰/m/N 亿/m/N 叁/m/N 仟/m/N 伍佰玖/nr/N 拾/v/N 玖/m/N 万/m/N 贰仟/m/N 零/m/N 伍拾/nr/N 元/m/N 整/n/N (/x/N ¥/x/N 1/x/N ,/x/N 235/m/N ,/x/N 992/m/N ,/x/N 050.00/m/N )/x/N
15624499	合同协议书	2、合同协议书	2/x/N 、/x/N 合同/a/Y 协议书/n/Y
20267758	华电广州增城燃气冷热电三联供工程主机机岛设备采购合同	近日,华电重工股份有限公司(以下简称“公司”)与华电福新广州能源有限公司签署了《华电广州增城燃气冷热电三联供工程主机机岛设备采购合同》,合同金额约为104,818万元人民币	近日/t/N ,/x/N 华电/nz/N 重工/vn/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 与/p/N 华电/nz/N 福新/nr/N 广州/ns/N 能源/n/N 有限公司/n/N 签署/v/N 了/ul/N 《/x/N 华电/nz/Y 广州/ns/Y 增城/v/Y 燃气/n/Y 冷热/a/Y 电/n/Y 三联/ns/Y 供/v/Y 工程/n/Y 主机/b/Y 机岛/n/Y 设备/vn/Y 采购/v/Y 合同/a/Y 》/x/N ,/x/N 合同/a/N 金额/n/N 约/d/N 为/p/N 104/m/N ,/x/N 818/m/N 万元/m/N 人民币/n/N
20267758	华电广州增城燃气冷热电三联供工程主机机岛设备采购合同	合同名称:华电广州增城燃气冷热电三联供工程主机机岛设备采购合同	合同/a/N 名称/n/N :/x/N 华电/nz/Y 广州/ns/Y 增城/v/Y 燃气/n/Y 冷热/a/Y 电/n/Y 三联/ns/Y 供/v/Y 工程/n/Y 主机/b/Y 机岛/n/Y 设备/vn/Y 采购/v/Y 合同/a/Y
1397100	5500TPD水泥生产线总承包合同	近日,中国中材国际工程股份有限公司控股子公司天津水泥工业设计研究院有限公司(以下简称“天津院公司”)和埃及ElNahdaCompanyforIndustries签署了5500TPD水泥生产线总承包合同,项目位于埃及开罗以南610公里,Qena以东30公里的政府工业区内	近日/t/N ,/x/N 中国/ns/N 中/f/N 材/zg/N 国际/n/N 工程/n/N 股份/n/N 有限公司/n/N 控股/v/N 子公司/n/N 天津/ns/N 水泥/n/N 工业/n/N 设计/vn/N 研究院/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 天津/ns/N 院/n/N 公司/n/N ”/x/N )/x/N 和/c/N 埃及/ns/N ElNahdaCompanyforIndustries/eng/N 签署/v/N 了/ul/N 5500/m/Y TPD/eng/Y 水泥/n/Y 生产线/n/Y 总/b/Y 承包合同/n/Y ,/x/N 项目/n/N 位于/v/N 埃及/ns/N 开罗/nz/N 以南/f/N 610/m/N 公里/q/N ,/x/N Qena/eng/N 以东/f/N 30/m/N 公里/q/N 的/uj/N 政府/n/N 工业区/n/N 内/n/N
15980313	关于解除子公司娄烦县鲁地矿业有限公司对外承包经营合同的议案	公司于2017年4月19日召开第九届董事会2017年第二次临时会议,审议通过了《关于解除子公司娄烦县鲁地矿业有限公司对外承包经营合同的议案》,同意与承包方鸿基建设工程有限公司签署《解除合同协议书》	公司/n/N 于/p/N 2017/m/N 年/m/N 4/m/N 月/m/N 19/m/N 日/m/N 召开/v/N 第九届/m/N 董事会/n/N 2017/m/N 年/m/N 第二次/m/N 临时/b/N 会议/n/N ,/x/N 审议/v/N 通过/p/N 了/ul/N 《/x/N 关于/p/Y 解除/v/Y 子公司/n/Y 娄烦县/nr/Y 鲁地/j/Y 矿业/n/Y 有限公司/n/Y 对外/s/Y 承包经营/n/Y 合同/a/Y 的/uj/Y 议案/n/Y 》/x/N ,/x/N 同意/d/N 与/p/N 承包方/n/N 鸿基/nz/N 建设工程/n/N 有限公司/n/N 签署/v/N 《/x/N 解除合同/i/N 协议书/n/N 》/x/N
374157	洁净手术部、产房	珠海和佳医疗设备股份有限公司(以下称“和佳股份”或“公司”)于2014年8月25日与河南省许昌市第二人民医院(以下称“许昌市第二人民医院”)签订了《洁净手术部、产房、ICU、NICU、PICU、供应室、血透室净化设备及工程安装合同书》、《医用分子筛中心制氧系统、制氧机房建设及装修、中心供气管道工程安装合同》,合同金额为暂估价,分别为人民币60,384,760.52元、8,580,994.51元	珠海/ns/N 和/c/N 佳/a/N 医疗/n/N 设备/vn/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 称/v/N “/x/N 和/c/N 佳/a/N 股份/n/N ”/x/N 或/c/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 2014/m/N 年/m/N 8/m/N 月/m/N 25/m/N 日/m/N 与/p/N 河南省/ns/N 许昌市/ns/N 第二/m/N 人民/n/N 医院/n/N (/x/N 以下/f/N 称/v/N “/x/N 许昌市/ns/N 第二/m/N 人民/n/N 医院/n/N ”/x/N )/x/N 签订/v/N 了/ul/N 《/x/N 洁净/z/Y 手术部/n/Y 、/x/Y 产房/n/Y 、/x/N ICU/eng/N 、/x/N NICU/eng/N 、/x/N PICU/eng/N 、/x/N 供应/vn/N 室/n/N 、/x/N 血透/nz/N 室/n/N 净化/n/N 设备/vn/N 及/c/N 工程/n/N 安装/v/N 合同书/n/N 》/x/N 、/x/N 《/x/N 医用/n/N 分子筛/n/N 中心/n/N 制氧/n/N 系统/n/N 、/x/N 制氧机/n/N 房/n/N 建设/vn/N 及/c/N 装修/v/N 、/x/N 中心/n/N 供气/n/N 管道工程/n/N 安装/v/N 合同/a/N 》/x/N ,/x/N 合同/a/N 金额/n/N 为/p/N 暂/d/N 估价/n/N ,/x/N 分别/d/N 为/p/N 人民币/n/N 60/m/N ,/x/N 384/m/N ,/x/N 760.52/m/N 元/m/N 、/x/N 8/x/N ,/x/N 580/m/N ,/x/N 994.51/m/N 元/m/N
374157	洁净手术部、产房	1、合作项目:洁净手术部、产房、ICU、NICU、PICU、供应室、血透室净化设备及工程安装	1/x/N 、/x/N 合作项目/n/N :/x/N 洁净/z/Y 手术部/n/Y 、/x/Y 产房/n/Y 、/x/N ICU/eng/N 、/x/N NICU/eng/N 、/x/N PICU/eng/N 、/x/N 供应/vn/N 室/n/N 、/x/N 血透/nz/N 室/n/N 净化/n/N 设备/vn/N 及/c/N 工程/n/N 安装/v/N
374157	洁净手术部、产房	1、《洁净手术部、产房、ICU、NICU、PICU、供应室、血透室净化设备及工	1/x/N 、/x/N 《/x/N 洁净/z/Y 手术部/n/Y 、/x/Y 产房/n/Y 、/x/N ICU/eng/N 、/x/N NICU/eng/N 、/x/N PICU/eng/N 、/x/N 供应/vn/N 室/n/N 、/x/N 血透/nz/N 室/n/N 净化/n/N 设备/vn/N 及/c/N 工/n/N
1665560	地铁车辆销售合同	1.本公司控股子公司长春轨道客车股份有限公司分别与兰州市轨道交通有限公司、北京城市快轨建设管理有限公司签订了总计约27.3亿元人民币的地铁车辆销售合同	1./m/N 本/r/N 公司/n/N 控股/v/N 子公司/n/N 长春/ns/N 轨道/n/N 客车/n/N 股份/n/N 有限公司/n/N 分别/d/N 与/p/N 兰州市/ns/N 轨道交通/n/N 有限公司/n/N 、/x/N 北京/ns/N 城市/ns/N 快轨/n/N 建设/vn/N 管理/vn/N 有限公司/n/N 签订/v/N 了/ul/N 总计/n/N 约/d/N 27.3/m/N 亿元/m/N 人民币/n/N 的/uj/N 地铁/n/Y 车辆/n/Y 销售/vn/Y 合同/a/Y
1665560	动车组检修合同	2.本公司控股子公司南车青岛四方机车车辆股份有限公司与中国铁路总公司各相关铁路局签订了约23.6亿元人民币的动车组检修合同	2./m/N 本/r/N 公司/n/N 控股/v/N 子公司/n/N 南车/ns/N 青岛/ns/N 四方/m/N 机车车辆/n/N 股份/n/N 有限公司/n/N 与/p/N 中国/ns/N 铁路/n/N 总公司/n/N 各/r/N 相关/v/N 铁路局/n/N 签订/v/N 了/ul/N 约/d/N 23.6/m/N 亿元/m/N 人民币/n/N 的/uj/N 动车组/n/Y 检修/vn/Y 合同/a/Y
1665560	地铁车辆销售合同	3.本公司全资子公司南车株洲电力机车有限公司分别与武汉地铁集团有限公司、昆明地铁建设管理有限公司签订了总计约20.8亿元人民币的地铁车辆销售合同	3./m/N 本/r/N 公司/n/N 全资/n/N 子公司/n/N 南车/ns/N 株洲/ns/N 电力机车/n/N 有限公司/n/N 分别/d/N 与/p/N 武汉/ns/N 地铁/n/N 集团/n/N 有限公司/n/N 、/x/N 昆明/ns/N 地铁/n/N 建设/vn/N 管理/vn/N 有限公司/n/N 签订/v/N 了/ul/N 总计/n/N 约/d/N 20.8/m/N 亿元/m/N 人民币/n/N 的/uj/N 地铁/n/Y 车辆/n/Y 销售/vn/Y 合同/a/Y
1665560	地铁车辆销售合同	4.本公司控股子公司南京南车浦镇城轨车辆有限责任公司分别与合肥城市轨道交通有限公司、上海轨道交通8号线三期发展有限公司签订了总计约17.8亿元人民币的地铁车辆销售合同	4./m/N 本/r/N 公司/n/N 控股/v/N 子公司/n/N 南京/ns/N 南车浦镇/ns/N 城轨/n/N 车辆/n/N 有限责任/l/N 公司/n/N 分别/d/N 与/p/N 合肥/n/N 城市/ns/N 轨道交通/n/N 有限公司/n/N 、/x/N 上海/ns/N 轨道交通/n/N 8/m/N 号线/n/N 三期/t/N 发展/vn/N 有限公司/n/N 签订/v/N 了/ul/N 总计/n/N 约/d/N 17.8/m/N 亿元/m/N 人民币/n/N 的/uj/N 地铁/n/Y 车辆/n/Y 销售/vn/Y 合同/a/Y
1665560	地铁车辆销售合同	5.本公司控股子公司南车青岛四方机车车辆股份有限公司与北京城市快轨建设管理有限公司签订了约15.2亿元人民币的地铁车辆销售合同	5./m/N 本/r/N 公司/n/N 控股/v/N 子公司/n/N 南车/ns/N 青岛/ns/N 四方/m/N 机车车辆/n/N 股份/n/N 有限公司/n/N 与/p/N 北京/ns/N 城市/ns/N 快轨/n/N 建设/vn/N 管理/vn/N 有限公司/n/N 签订/v/N 了/ul/N 约/d/N 15.2/m/N 亿元/m/N 人民币/n/N 的/uj/N 地铁/n/Y 车辆/n/Y 销售/vn/Y 合同/a/Y
1665560	货车销售合同	6.本公司全资子公司齐齐哈尔轨道交通装备有限责任公司与中国铁路总公司签订了约10.4亿元人民币的货车销售合同	6./m/N 本/r/N 公司/n/N 全资/n/N 子公司/n/N 齐齐哈尔/nr/N 轨道交通/n/N 装备/n/N 有限责任/l/N 公司/n/N 与/p/N 中国/ns/N 铁路/n/N 总公司/n/N 签订/v/N 了/ul/N 约/d/N 10.4/m/N 亿元/m/N 人民币/n/N 的/uj/N 货车/n/Y 销售/vn/Y 合同/a/Y
